sequence,label
求推荐个华硕或联想本本本人小白，求大神推荐个4000左右的华硕或联想本本，主要是玩玩小游戏和看下电影…,0
想买LX5 TB水深 实体店有什么推荐么在GF1 佳能G12 LX5里 看了大家的片 想入手LX5 TB水深 中关村也不大想去 去哪买好呢 求推荐啊,1
…………求大神帮助分析推荐alienware15和terrans force选择问题最近想入手游戏笔记本 看好了三款备选：都是15.6英寸屏幕1.Terrans Force X611-980M-47SH1价格14000元 980M显卡 120G SSD FHD屏(1920×1080)2.Terrans Force T5-970M-47SH3价格11000元 970M显卡 128G SSD×2 WQHD+屏,0
暑假的时候想买台5000左右的电脑，哪位高人可以帮忙推荐下RT 本人是女的，希望本本能大小适中，算是一般需求 兴致高的时候偶尔打游戏，主流的游戏最好都能跑...偶尔拿数码版画画图 …… 希望各位高人帮忙推荐...万分感谢,0
求推荐笔记本请问有没有适合工科大学生5000以内的笔记本推荐？,0
想要改装电脑，求推荐想玩gta5高配，用什么配置？这是现在的配置,0
D5100有原装电池盒吗？没有请老鸟们推荐一下其他牌子！D5100有原装电池盒吗？没有请老鸟们推荐一下其他牌子的！（闪光灯也推荐一下了去我的心愿）谢谢老鸟们！,1
【推荐】观《决战江桥》，赞民族气节推荐理由： 1、阵容庞大。本剧是由陈奕名担任总制片、青年导演李印执导，是李幼斌、施京明、刘金山、刘威、米学东、张光北、魏伊等众多实力派演员主演的抗战历史大剧。 2、演员演技出色。特别是李幼斌和张光北，在《,2
求推荐个本本我想买个本本，朋友推荐联想的小Y，可是一看型号太多了，我想买个4000到6000的，I5的，屏幕14就行，最好是双显卡的，性价比越高越好的，本人电脑小白，在线等待，望帮助，谢谢。,0
请推荐一个A7Ⅱ+FE2470ZA三角包。请推荐一个A7Ⅱ+FE2470ZA三角包。,1
急？？？求推荐，联想笔记本4000～4800，装xp无故障本人学生，用途网页制作，CAD，VC，JAVA，SQL数据库，以上运行顺畅，顺便评价一下g460和g470，都是i3的，本地有，g470ax跟g470ah有什么区别。主打实惠耐用，推荐型号最好注明参数和缺点。枪手请轻轻地来轻轻地走，别,0
想入个手柄 大家给我推荐一下原厂的好像有点贵也没用过 大家帮我推荐几款 最好各个价位的 谢啦,1
希望大神给个推荐合适的笔记本这几天想够入笔记本，大概5000-6000的吧，平时玩大型游戏不多。 请求大神给几款推荐的机子，外观要好看些的，性价比越高越好，拜谢！！,0
打算买一台笔记本，女生用，屏幕13寸以下，轻薄的、用途画cad制图。求推荐品牌，型号打算买一台笔记本，女生用，屏幕13寸以下，轻薄的、用途画cad制图。求推荐品牌，型号和价格。价格最好在4000-6000左右。还有网上买的话，都是在京东买吗？实体店可以到苏宁、国美买吗？,0
查了一天婚礼跟拍相关网站。相当的少啊。基本都是广告，求推荐网址学习准备做婚礼跟拍，查了一天婚礼跟拍相关网站。相当的少啊。基本都是广告，求推荐网址学习 有师傅带徒弟可以联系我哦。湖北武汉。QQ120817181,1
麻烦推荐一款笔记本4000~5000电脑我想买个价格在4000~5000的联想笔记本~有哪个型号推荐没~ 平时也就上网 ，看电影~玩点小型游戏，战地之王 起凡之类的游戏~ V460-ITH 怎么样，多少钱能拿下？ 谢谢~,0
求推荐··RT。 求各位大大给推荐一款lenovo的本本， 价位在4000-4500之间。 要求， 双核， 一G《最好2》， 320G。 带个显卡。 不要求带什么正版系统。 返修率一定要低， 我知道没有不返修的。 先感谢的说声，谢谢。,0
我读园林设计专业 想找个推荐的配置 麻烦各位大神如题如题如题如题如题如题如题,0
不知道什么牌子的笔记本好看，谁给推荐一台？谁给推荐一台值得入手的笔记本，要好看的。,0
"专业是通信周围人都听推荐买手机不升5.0不敢推荐华为专业是通信周围人都听推荐买手机，华为不升5.0及后续版本,不敢再推荐买华为，没有连续保障的产品会被人责骂。",2
求推荐一款笔记本哪位大神推荐一款玩游戏的笔记本价格不要太高。,0
请问大家有没有小型的家用打印机帮我推荐一下呢？就是专门打印照片就可以了，最好是性价比高点的哦！,1
再也不会推荐人卖小米的任何产品了辣鸡小米售后，今天23号，我4天前在官网客户服务那儿申请了保修，上面取件，主要問題是手机屏幕严重残影，摄像头对焦时好时坏，随后客户服务说稍后会有人来联系我取手机，随后就各种呵呵了，这四天一天客户服务就打,2
美颜相机推荐卡西欧zr100的怎么样？？可以推荐下相似的相机嘛，要求主要是： 1、成像效果要比较好的 2、有美颜功能,1
ZS7三脚架推荐 稳定第一 便携第二 谢谢 各位大虾！！预算200内！！如题：ZS7三脚架推荐 稳定第一 便携第二 谢谢 各位大虾！！预算200内！！3Q顺便说说感受哈哈3Q,1
明天想为Z950配一块电池，有什么个推荐？朋友，有什么牌子的电池合适Z950的啊？帮忙推荐一下，牌子和价格?我买了机子后上网看，发现自己现在的应该不是原配的哦！,1
求大神推荐部4K左右价位的笔记本，有人给我推荐了X550337U这系列的求大神推荐部4K左右价位的笔记本，有人给我推荐了X550337U这系列的，本人就玩LOL，CF、魔兽等大型游戏，偶尔用来做视频编辑用，求推荐,0
求推荐一电脑配置想要玩主流游戏 GTA5 主要玩玩守望先锋 只配主机 不用显示器 鼠标 3000-4000,0
pro5旧了，想换个新手机，推荐一下手里有3000多吧，pro6plus的64或128的8890听说都是残血版，有点怕被坑，其他的呢？,2
谁能推荐个好游戏谁能推荐个好游戏,2
请大神推荐D7100合适的超广角镜头因为喜欢拍摄风景，看到超广角镜头拍摄的照片很you冲击力，希望大神们能推荐一下，比较合适的镜头。最好能带个price，我好对比，谢谢。,1
比较好用的笔记本，求推荐一台？笔记本牌子那么多，真心不知道买什么牌子的好？各位大神有没有好的推荐呢？,0
大家推荐新版主的名单，供管理员参考首先感谢猫管的支持，现在把网友推荐名单提供给您作为参考，个人意见先联系一下米洋如果确实有事在选新人 名单如下；立冬，落。苏州拍客，无尾熊熊，网眼欲穿，小猪 请猫管和BOBO早日决定新版主,1
能otg的能不能推荐个线用用如题，要淘宝上的吧，京东大多数还要给运费,2
推荐一款本本，价格在4000内，，，偶尔玩下游戏，，，缺点不要太多。。。推荐一款本本，价格在4000内，，，偶尔玩下游戏，，，缺点不要太多。。。,0
推荐一个300以内的电脑音响推荐一个300以内的电脑音响,0
准备再入个头。。。主要是拍狗，大家来推荐。。器材:宾得 K-r[宾得数码相机]时间:2011-10-22 02:15:29快门:1/180光圈:F/8.0焦距:55毫米感光度:200我家狗狗。。。这个用18-55拍得。。。觉得近景还可以拍远了就不好看了。。。。主要就是用来拍宠物的。。。。大家觉,1
请问努比亚z9可以使用哪个mhl线谁给我推荐一下请问努比亚z9可以使用哪个mhl线谁给我推荐一下,2
背包减重好帮手 新品轻薄笔记本推荐随着目前生活工作质量的提高，人们在利用笔记本电脑学习工作中对便携性的要求越来越高，而且做为新兴的消费群体，学生朋友们对外观小巧携带方便的轻薄笔记本更是情有独钟，在这个大环境下，小编精选了当前市面上的几,0
想在淘宝给小Y买个电脑包，大家给推荐个1如题，想在淘宝买个电脑包，学习装电脑两用，不知道买哪个？还有那个nba包怎么样啊？买过包的给推荐个店铺(*^__^*) 嘻嘻……,0
大伙儿给推荐个便宜实惠耐用的快门线或遥控快门吧！大伙儿给推荐个便宜实惠耐用的快门线或遥控快门吧！ 拍夜景啊、俩人出去玩合影啊神马的就不用倒计时了~好用、实惠、兼容性好就行，不要求牌子,1
帖子前面有个推荐的荐字是什么意思啊？如图！！！！ 有谁能给我解释一下，谢谢！！！,2
求推荐hs20相机包一个！！！！！！！！！！！11要求能装下安装了遮光罩的hs20，内部较宽松，防震性能好的!,1
求各路大神推荐一款游戏本。价格预算应该在5000往上。但愿不要超过8000。当然少花钱那是最好了。5000到8000各给我推荐几个型号吧。优先挑选主流品牌再考虑性价比，因为听说神舟电脑这类性价比较高的品牌售后貌似不怎么样。。1、要求玩游戏无压,0
请朋友为5R推荐性价比高的微距镜头吧！我已经买了16-50 和 55-210镜头。但也很喜欢拍微距，请朋友为5R推荐性价比高的微距镜头吧！E50 1.8 太贵了,1
新手微单推荐有什么能拍4k视频，像素高，还有防抖功能费的微单推荐吗？,1
新手求推荐相机我想买个单反主要用于出去旅游拍拍风景。求大神推荐一款性价比高的相机。,1
原装线质量不太好，想换一根，求推荐如题。插头和线的结合处又脱皮了。。。,2
请大家帮我推荐一款笔记本电脑家庭用，不打大型游戏，需要操作CAD。经济实惠。。。。谢谢,0
求各位推荐块SSD，MLC的，700以下兼顾性能与稳定不要黑片（影驰）白片（OCZ、ADATA）,0
求推荐一台戴尔4000左右笔记本主要办公用，不玩游戏，屏幕大点14以上吧，主要配置定位8G内存，i5处理器7代或8代，256G固态硬盘,0
昨天刚入手5N，摄影新手，希望各为前辈推荐一些学习帖，技术帖。快速成长进步。如题。请各位前辈多多指导！！谢谢了,1
推荐款笔记本请大家帮忙推荐款双内存插槽的轻薄笔记本最好在4000左右的。谢谢！,0
预算6000求推荐用途是拍夜景，朋友跟我说叫我推荐这个，5300+图丽11-16 2.8，求问有没有更好的选择？,1
求推荐一款人像镜头来配d7000求推荐一款人像镜头来配d7000价格在8000内原厂副厂都可以。50MM1.8d就免了吧，看过很多友友用此头拍的片子感觉都是灰灰的，个人比较喜欢广角端拍人像，16-85好不好？还有17-55配D7000是不是很浪费。主要是为以后开个,1
A59ST A57 A51KC R817t R7Plusm 修复加密失败 维修推荐最新刷机教程，今天要给大家讲解的是线刷教程，主要是教大家用A59ST A57 A51KC R817t R7Plusm 原厂官方系统刷机，A59ST A57 A51KC R817t R7Plusm 解账户锁，A59ST A57 A51KC R817t R7Plusm 定屏死机，A59ST A57 A51K,2
深圳个人写真工作室推荐【深圳个人写真工作室推荐】alex摄影工作室，很久之前，就有一个想法，那就是拍一组美美的艺术照，看过了很多家影楼，也看过了很多家私人摄影工作室，总觉得少了点什么，可能是少了几分最摄影最真的味道吧，直到，我,1
TG3专用镜头盖，装上去起到了很好的保护作用。下图为实拍图，推荐一下。奥林巴斯官网推荐 OLYMPUS ToughTG-1/TG-2/TG-3 /TG-4用镜头盖,1
求推荐一款高性价比的笔记本电脑！拜托各路数码大咖推荐一款高性价比的笔记本电脑。主要用途是玩游戏，看电影。可以流畅吃鸡，玩使命召唤14等。 要求散热性能要好，重量轻，身材薄，储存量大，运行速度快。 最好买了以后近几年不用换了。 2010年买了,0
认真求推荐四千左右的华硕笔记本电脑小白一只，不爱玩游戏，只求性价比较好的，可办公等,0
刚入手不知是不是正品，来点新手作品请大神指点，还有求推荐套摄影栅。潜水了很久才决定入手240，主要用来拍些小产品。求推荐套摄影栅，价格在200块左右的。淘宝看得我都眼花了也不知道效果怎么样，各位大神请指教。我就拍点桌上的小东西，也不要求太大的栅。另附铁手拍月亮。。。。 器,1
谁可以推荐几款笔记本啊高中毕业大学要买笔记本 比较喜欢三星吧 我也不知道为什么 所以谁能推荐下 适合大学 或者是更久的时候用的 谢谢！,0
便携商务新主张 13寸黄金比例轻薄本推荐目前主流的笔记本尺寸都集中在14英寸，但是对于商务人士而言，13英寸笔记本更有着迷人的黄金比例，完美的便携身段加上轻盈的整机重量，使得13寸笔记本在众多商务产品中脱颖而出。无论是采用集成显卡、还是独立显卡的,0
应届毕业生选购陪伴大学的电脑，求推荐神舟K650D-i5 D1 怎么样？ 只要能玩撸啊撸剑灵之类的游戏，能平安活四年，4000以下,0
新手求助，想入手一个600d，主要用来拍建筑的，推荐下买那个镜头建筑可以拍室内的，和室外的，最好带比较大的广角，价格适中,1
想入手一部千元机，16g，求推荐想入手比较好的千元机，求推荐,2
给老爸买个魅蓝，求推荐要求声音大，电池大，屏幕小 Ram Rom都不是問題，有建议吗？感觉魅蓝5s不错,2
想换手机大家有什么推荐？续航肯定要好，4000毫安以上，屏幕肯定要好。外观肯定要漂亮。预算4000之内。。,2
想入手台笔记本电脑求推荐价格3k多到4k左右的，性价比高的，品牌不限,0
本人菜鸟一枚 想入手一台中端单反 尼康D7100/D7200 求推荐本人菜鸟一枚 想入手一台中端单反 尼康D7100/D7200 求推荐,1
谁有实惠的，电脑游戏麦，推荐一下！要买两个，一个头戴式的，一个放桌面上的，买过几个收声都不太好，要对嘴上说，玩游戏的时候，耽误事，一百元以下的，谁推荐一下，麻烦大家了！,0
天然，纯手工【九寨·黄龙游】各种商品里也有天然，纯手工的产品。牛角制品就是！1器材:尼康D90(单机)[Nikon（尼康）数码相机]时间:2014-09-07 14:32:58快门:1/160光圈:F/6.3焦距:26毫米感光度:2002器材:尼康D90(单机)[Nikon（尼康）数码相机]时,1
谁给推荐个跟Y460A差不多配置的其他品牌的本本听说小Y的散热不是很好、、 谁给推荐个跟Y460A差不多配置的其他品牌的本本、、 关键是想要硬盘转速高点的（7200）、、,0
想入手微单，求推荐预算3000出头，本来打算国庆入手lx5的，后来看到淘宝港行的lx5较前几个月降价了，3000出头能买nex5c和gf3了，于是又想买微单，毕竟lx5再牛也是dc。结果最近又冒出个nex5n来，这机子的性能我各方面都很满意，但是预算,1
大家觉得有必要推荐新版主出来主持工作么？近段时间以来，Blad、千阳由于各种原因先后辞去了版主职务，腐朽版主和dianzhewudi版主又因个人事务繁忙而无暇顾及论坛的打理， 对于他们的辞职和暂时离开，本人表示理解，毕竟还有更重要的事情要办。 但问题是现在,1
y480想入手固态硬盘求大家给推荐推荐想入手固态硬盘好久了。一直没什么时间。自己也看了好多。看的多了也就乱了不知道该选哪种了。求大家给推荐推荐。想入手msata口的。sata3.0的也请帮推荐个。sata3.0换光驱位感觉麻烦。所以想上手msata。要128G的或者,0
求推荐一款3000-5000的游戏本求推荐,0
能不能推荐一个北京买机器的地方？？因为就在东单上班，经常去sony体验店，刚开始没有看到nex5，第一眼就被a55/33吸引，相对于单反更小巧，但绝不软弱。以前只用过一些手动功能的DC，但a55的操作很容易上手，重点试了多帧降噪，手持夜景，全景模式，还,1
求助推荐一款高配的笔记本，要高配。之前一直用thinkpad X系列，从X60，X61（？不记得了）到X201，到X220i，非常喜欢后两个的外形。而且也很好用。但是现在需要更换电脑，需要很高配置的本本，可是上网一看thinkpad，感觉配置都不够。因为现在需要运行,0
5D3+600EX-RT想离机引闪，有什么引闪器推荐啊？5D3+600EX-RT想离机引闪，有什么引闪器推荐啊？,1
#尼康鸟类作品赏析# 白喉林莺（老阿推荐）器材:NIKON D4S时间:2015-03-08 16:31:08.60快门:1/1600光圈:F/5.6焦距:310毫米感光度:500器材:NIKON D4S时间:2015-03-08 15:54:00.92快门:1/1600光圈:F/5.6焦距:310毫米感光度:500器材:NIKON D4S时间:2015-03-08 15,1
万能的网友推荐个鼠标由于经常晚上晚游戏。鼠标老是点击影响别人休息，达人们推荐个静音鼠标，双飞燕的除外。。。。。。。。。。。。。。。。。。。。。。。。。。,0
有没有推荐的UV镜啊UV镜和遮光罩能同时装上吗？谢谢了,1
用的移动WLAN，信号太弱，不会改造，想买个增强信号的，有用过的推荐下啊如题，最好把型号 价格 用了之后的感觉都说下，谢谢啦。,0
6000元预算吃鸡本推荐本人学生党，想买一个6000块钱左右的笔记本，有没有可以流畅玩吃鸡的？,0
推荐款笔记本电脑》》急用！要求如下： 1.4300元以内 2.集成显卡即可，侧重办公，偶尔玩玩网页游戏 3.国产的 4.稳定散热最基本的也是最重要的要求 5.不要上网本 顺便评一下联想e64a系列,0
求大神推荐，谢谢帮忙本人大二，想要一个笔记本电脑。大概在3500～4500左右。外观没有要求，但是性能要好一点。,0
红包到手 想买个手柄求推荐！主要是玩游戏，刺客信条2，波斯猴子，什么牌子型号求各位推荐款，谢谢！！,0
求良心推荐专家啊，我想买个游戏本，专玩游戏，gta，等各种大型游戏的，我能接受6000以下的游戏本，有良心推荐么,0
X909 N5117 R830S 1100 R831S 卡机 官方 刷机包 修复黑屏 实测推荐最新刷机教程，今天要给大家讲解的是线刷教程，主要是教大家用X909 N5117 R830S 1100 R831S 原厂官方系统刷机，X909 N5117 R830S 1100 R831S 解账户锁，X909 N5117 R830S 1100 R831S 定屏死机，X909 N5117 R830S 110,2
刚刚入手SB600，求推荐性能不错的电池和充电器.谢谢RT，刚刚找到这里，还有人在吗,1
"现在买ZS7/5,还是再等等？要等多久会降价？有什么其他机型推荐吗？如题，求助，纠结中。",1
想买华为平板电脑玩，谁有推荐的？下方评论！想买华为平板电脑玩，价格在八九百之间的，有木有人推荐哪款好？,2
红米note4x求推荐个颜色挑选困难症，摆脱各位推荐个颜色吧。,2
推荐手机Y67很不错⊙▽⊙,2
哪位好友能帮忙推荐一款机子？2000左右的卡片或者5000-7000的单反。谢谢！2000左右的卡片或者5000-7000的单反。谢谢啦！,1
学生党 求推荐款笔记本玩游戏主要是玩英雄联盟 也不玩什么高配置的游戏 所以想买台耐用的 价格在5000以下吧 高一点没关系 谢谢各位大神了,0
求大神推荐预算五千；裸主机；打吃鸡（效果能开高等的）、LOL还有一些大型的主机游戏和单机游戏；显卡要2000左右的，固态硬盘高一点，主板要能插内存条的，cpu中等或者中上。麻烦帮帮忙,0
感觉377系统太渣 求推荐个好点的系统个人认为377很费电 本人华为新手 不知道p9哪个系统点求推荐顺便问一下新的7.0的系统好不好还有就是p9刷机和别的手机刷机过程是差不多的吗？,2
电脑小白求咨询：平时主要为Sketchup建模，或者图形处理，求推荐求咨询，求推荐：1，主要为CAD，Sketchup建模及PS，要求Sketchup建模运行起来不卡；2，预算6000以内3，不要太大的，13寸左右的，女生需要经常背出去汇报方案；谢谢！！！,0
共享DPP 3.9中文版，更新很大，推荐使用这一版本更新很大，尤其是增加了非锐化滤镜功能，测试了下，效果比普通的锐化功能强多了，尤其适合照片比较肉的朋友使用。上图：下载网址： http://www.rayfile.com/files/1c98c3b0-c8b4-11df-9b00-0015c55db73d/,1
求大师帮忙推荐一款游戏主机求大师帮你推荐一款游戏主机，组装机也可以接受，本人是个学生党，资金有限最高在5000这个价格上下不要上浮浮动太大，主要玩剑灵，最好能双开，偶尔也玩玩绝地逃生，方舟之类的吃配置游戏，对了5000内包括显示屏，最,0
3007 R9sk A31t_8G A53m R8107 售后 降级包 修复花屏 售后推荐最新刷机教程，今天要给大家讲解的是线刷教程，主要是教大家用3007 R9sk A31t_8G A53m R8107 原厂官方系统刷机，3007 R9sk A31t_8G A53m R8107 解账户锁，3007 R9sk A31t_8G A53m R8107 定屏死机，3007 R9sk A31t_8G,2
联想笔记本推荐几款，6000左右商务本优先选择！,0
麻烦大家给我推荐一款相机主要用于淘宝拍摄，一些小商品，所以一般只是拍摄一些静物，类似图片的效果。不要单反，用不好也消费不了，三千之内，多一点也可以接受。麻烦大家给我推荐一下啊，谢谢了,1
求各位大神帮忙小弟推荐下！最近想买台笔记本，可令我非常纠结的是一直拿不定主意买个什么牌子的，朋友给我推荐联想的本，可是我上网查了下好多人说联想的本不太好。所以想考虑买个东芝的本本，以前有个同学用的东芝，感觉质量还可以，我想买个,0
3000多的一体机，求推荐能玩GTA5的，CPU要好，运存要高,0
强烈推荐【墨山竹海】担任尼康D3200论坛版主！！！本人新手。初次来到这个论坛。摄影知识一无所知。看到同好们拍的精美图片。很是羡慕。没人指点。郁闷。 【墨山竹海】摄友是个热心人。经常帮助我们这些菜鸟。解答一些摄影知识。技巧。还不辞辛苦的搜集一些摄影知识,1
R2017 R9S R7t A85t 卡机 官方 资料包 修复延迟 售后推荐最新刷机教程，今天要给大家讲解的是线刷教程，主要是教大家用R2017 R9S R7t A85t 原厂官方系统刷机，R2017 R9S R7t A85t 解账户锁，R2017 R9S R7t A85t 定屏死机，R2017 R9S R7t A85t 卡顿发热，R2017 R9S R7t A85t,2
求推荐适合M580的备用电池、充电器、相机包、内存卡最近托人从美国带了个M580，除了1块电池、usb数据线、充电器（似乎只能连着相机一起充），啥也没送。我想买备用电池（不是原装的也行，不伤机器就好）、充电器（座充，不用连着相机的那种）、相机包、内存卡（关于sd,1
2000元左右数码相机推荐1、2000元左右 2、主要用于旅游人物拍照，及支持全高清视频；辅助拍一些自然风景和夜景 3、要求画质要好，因为我的家人好洗出照片看 4、电池不要太差 5、最好是触摸屏 6、质量过硬,1
打算选6000 单机 推荐个头把 廉价便宜的。。打算 后期直接用e50打算选6000 单机 推荐个头把 廉价便宜的。。打算 后期直接用e50,1
请大家给推荐个棍公司7月2号组织去黄山旅游，想带着A200和小黑去，段套也带着。 缺合适装备，摄影包和架子。 昨晚淘宝买了个包，柯士比得SY762 SY 762 双肩摄影包，总价300不到。 架子我有个云腾的三脚架，现在想买个独脚架用，以后,1
求推荐好用的商务笔记本电脑！需求：日常办公，各种office，浏览网页，看视频（至少720P），不玩游戏不吃鸡。散热一定要好，噪音尽量小吧，键盘别反人类就行。不求质量杠杠硬，但求你别一天到晚出毛病。处理器只用过i7的，不知道i5怎么样。预算：,0
深圳摄影工作室推荐深圳摄影工作室推荐-520婚纱摄影深圳520婚纱摄影成立于2006年，我们始终依靠着完美的作品、优质的服务、良好的口碑生存于充满着谎言与欺诈的摄影商圈。我们虽然没有漂亮的门面、良好的地段、优良的门市接待人员，但,1
推荐一款游戏本6000以内的看了炫龙ddpro 是桌面级i5这个和移动版的差很多么，也看了惠普暗影精灵II PRO. 和上一个配置差不多 那个好点啊 另外G4560的笔记本说是评分比移动i7都高真的假的啊,0
适合n61ja的散热架推荐一下？？？有适合n61ja的散热架推荐一款吧............有适合n61ja的散热架推荐一款吧............,0
想入手个游戏用本本，预算在1W左右的，请大大们给推荐下想入手个游戏用本本，预算在1W左右的，请大大们给推荐下。目前时机好不好？另外DELL的M系统的M2800和游戏本相同价位的性能比较差别有多大，值不值得考虑？,0
求推荐广角变焦头纠结于EF17-40 F4 L 或者副厂12-24等类型的头 请各位好友给点意见 1.可用于全幅 和 C幅 2.大三元之类的奢侈品算了，6k以下才能接受 3.EF卡口，画质出众，性价比高 谢谢,1
华硕本求推荐想买个3000以内的华硕笔记本，整体性能好性价比高就好，不玩大型游戏，求推荐！,0
请各位兄弟姐妹推荐一个近摄镜头不要太贵 价格：50-200之间可以接受。 要求： 1，能够和fz28相连。（不能自己再去找胶布粘上。） 2，成像质量过得去，不要有明显的紫边，红边，杂色。 如果需要什么转接环连接FZ28，也请一并推荐。另请教：是如何确,1
想搞个镜头拍人像~大家推荐个便宜点的呗~感觉18-55的套头背景虚化不行，大家推荐个便宜点的~学生预算不多……,1
小弟刚入手K5 一段时间了，是时候考虑入手新的镜头了，求大神推荐小弟入手了一部银色机身版本的K5，现在就一个DA40饼干头，现在准备入手小公主，有一些问题想问一下。小公主貌似是广角定焦？ 那这种镜头是适合拍风景还是人物呢？如果不是用来拍风景的，去推荐一个拍风景的镜头，变,1
"求推荐苹果商务办公用 本本一直关注苹果的本 够轻薄 听说续航能力也比较强 我就是用来出差办公使用 但一定要求系统程序反映快(因为是做的服务行业,客户总是临时变更需求,我们就要及时作出反应)请大神们推荐一款适合我的型号 万分感谢!!",0
3000到4000推荐几部手机现在买还是等一等看的好忧郁……,2
请教，我想为我的小4配个中长焦的镜头，价钱在1.5K以内，求前辈们推荐请教，我想为我的小4配个中长焦的镜头，价钱在1.5K以内，求前辈们推荐 副厂的也行啊，希望焦外漂亮点的，最好带微距功能。关键要镜片防色散能力强点，就是抗紫边能力强点。 有用过的前辈推荐的吗？,1
我使用，我喜欢，我推荐！【荣耀V8，我用，我推荐！】 http://cn.club.vmall.com/forum.php?mod=viewthread&tid=12848508 更多精彩请点击下载文明用语花粉俱乐部客户端： http://a.vmall.com/appdl/C10085602?cno=4030001&source=EMUICN,2
求推荐(*＞求大神推荐个笔记本，本人学生，主要用于编程，不打游戏，预算4000-5000，跪谢,0
想攒个游戏本，3000块钱左右的，推荐一下配置呗谢谢各位大佬了~~~~~,0
想买个本，各位进来推荐下~商家带报价进~目前看中F83E667Vf-SL（500G）和N61W87VG-SL 准备在5.1前后入手~ 其它的也可以推荐，价格在5K左右~ 谢谢~,0
同窗们 Note 8自拍器有推荐吗同窗们 note8用后置摄像头拍摄的自拍器有推荐吗从i7p过来的。屏幕无敌，开到最高分辨率之后简直惊艳到不行。运行速度很快，但安卓的通病就是一两年之后就卡顿，不知道后期会不会优化或改善。相机真的是太牛逼了，感,2
求推荐笔记本有没有价格在三千到四千之间的笔记本，性价比高！求推荐！,0
想换大Y的CPU， 求各种推荐。I5 580?I7 630?还是I7XXX?,0
小Y区的各位童鞋，大家帮忙推荐一款相机，内详！！！最近闲的蛋疼，搞了个淘宝店，服装的。但是家里的以前的卡片机实在是惨不忍睹。 各位Y区童鞋，有这方面知识的能否给推荐一款啊~！当然我目前不敢一下就投入太 多啊~！相机（单反）预备：5000以下吧~！比较适合拍衣服,0
最近想拍拍人像，亲们推荐个入门的中长镜头给我吧！最近想拍拍人像，亲们推荐个入门的中长镜头给我吧！,1
大神推荐个本子预算5000内，要求能玩主流游戏，外观不在乎，先谢谢了,0
想买个三脚架求推荐不要太贵啊。1.2百就好啊。。650d机器,1
求各位大大推荐一个微单，体积小一些方便旅行携带就好。谢谢了求各位大大推荐一个微单，体积小一些方便旅行携带就好。谢谢了,1
曲面应用有好的推荐吗大家曲面有什么号的应用吗,2
#尼康花卉作品赏析# 【小月季和万寿菊】 （老阿推荐）12器材:NIKON D7000 时间:2014-09-28 08:46:15.40快门:1/250光圈:F/7.1焦距:70毫米感光度:2003器材:NIKON D7000 时间:2014-09-28 08:48:00.30快门:1/250光圈:F/7.1焦距:70毫米感光度:2004器材:NIKON D7000 时间:2014,1
大家帮推荐个手动定焦头！有个1855的套头，感觉有些东西拍不出感觉来，尤其在光线暗的时候。想入个手动定焦头， 大家帮推荐下！主要用于拍摄人像和花草！,1
想买款1500左右的相机有什么推荐的吗？不考虑国产品牌，谢了,1
推荐一段精彩视频——他山之石这段视频名《莲花池拍荷花》，相当精彩、超清晰、富有艺术性、还有美妙的音画配。相信喜欢视频的朋友观后一定会获益良多。 http://v.youku.com/v_show/id_XMjkwODA3MzMy.html,1
5000以下高性价比电脑求推荐本人学设计，想要更换电脑，求大神推荐，别的不图，只求性价比,0
请大家推荐装A650的摄影包请问大家都用什么包装小六，大家帮忙推荐下，不胜感激，谢谢啦！！！,1
给大家推荐一个WP，速度暴快~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~金山WPS推出5.6G网盘速度暴快现在已经开始申请测试了要注册的要快晚了名额就满了邀请链: http://k.wps.cn/register/?invite=5mdti2 用了几天发现特别好用，文件期限方面应该是无限的，特别是那个文件时光机还是,0
给大家推荐好听的歌剪影姐的歌 用荣耀音乐播放器搜索剪影姐 就会出现许多剪影姐的歌 每一首都好听 不过最好还是看mv 完美的侧脸剪影很美 再加上声音完美 满满的享受,2
便携式数码相机推荐：带娃出门时这个相机最方便！上周请了年假带娃去香港海洋公园玩了一圈，我家小孩一直很喜欢海洋动物，入园之后感觉这里真的蛮大的，海洋公园分为山上和山下，山上是高峰乐园，包括海洋天地、急流天地、热带雨林天地、动感天地，主要是器械游乐项,1
求推荐！~新手，想入手一款单反，万元以内，包括镜头，请各位体验过的给个推荐，最好能给个推荐理由，谢谢了！,1
求推荐900元左右的手机性价比高的,2
求大神3500左右电脑推荐一枚大三妹子，为了学习广告设计之类的，想买个笔记本，这几天京东眼睛差点看瞎了，还是不知道怎么选，麻烦懂得哥哥姐姐，弟弟妹妹帮我推荐一下，谢谢了,0
"3000左右求推荐,新手一名相机水深，我又是女孩，不懂数码之类，求一款3000左右，最好不超过3500的机子，听说最近微单很火，不知道是买微单还是卡片，最好推荐一款，单反是专业级别的，我有点怵，拜托各位了",1
4000的本本有没有推荐的，今晚宵夜我的4000的本本有没有推荐的，今晚宵夜我的，要带固态起步256G吧,0
求推荐！！！谁有装机相关的群或资料，求推荐啊,0
对镜头一窍不通，大家能不能推荐一款效果好点的变焦镜头问题如题，感谢！！！再加点，主要是拍风景,1
