,sequence,label
5039,求新手入门相机推荐大家好，我是新手，最近想买个单反，各位有没有什么推荐呢？ 最好是性价比能高一点的，短时间（三，四年内）不用再换机子，可以换镜头的，但又不是那种特别俗的，且内行一看就知道是初学者的那种相机。网上看到佳能5,1
5040,推荐几款长焦相机价格在3000以下，最好有旋转屏。,1
5041,"请大家帮忙推荐几款1500元以下的相机!请大家帮忙推荐几款1500元以下的相机,本人是个新手，对相机了解的不多，要求质量好，拍的你片清晰度高，外观时尚",1
5042,1500元以内的相机 求推荐请问 1500元以内的数码相机哪款较好 质量可靠点的 拍照清晰 谢谢,1
5043,入门单反3000到3500左右，用锂电池的推荐一下。想入手一入门单反，但是不喜欢AA电池，喜欢锂电池的，大家推荐一下的，新手要求不是很高。主要是拍风景什么的。谁有二手的质量好的，也可以留下联系方式。,1
5044,我想买个卡片机，推荐下~小白不用在专业的，主要平常出去旅游，随便拍拍，要求有效像素高一些，拍的清楚一点，携带方便经济实惠 哈哈 谢谢,1
5045,卡片长焦，数码相机，选了以下三款，该买那一款啊 ？ 高手们推荐一下啊？顺松下 ZS7GK 佳能 SX220 HS 富士 F505EXR 问题补充： 另外，就这种卡片长焦数码相机，相机达人们还有其它款型推荐的吗？ 顺便解释下原因啊。。。。谢谢,1
5046,想买个相机 大家推荐下想买以个相机 预算在两千左右 之前同学介绍说佳能的性能比较好 照片拍出来也很好 然后推荐了IXUS115 和210 然后昨天我去苏宁电器看了下 说是停产了 还有索尼的wx7 和wx5c 貌似也停产了··之后我倒是看中了一款索尼h,1
5047,各位大哥，推荐个能够改理光标头为A头的淘宝店家呗！如题； 各位大哥，我同事有个理光的50 F1.7，我要过来了，请问淘宝上谁能够改A头啊？推荐下，谢谢了！,1
5048,请各位宾友推荐几款取景器放大器框架眼镜一族，望各位宾友推荐取景器放大器。个人强项原厂，O-ME53的原厂的可以用在kx上吗？,1
5049,想进个长焦，大家推荐一下呗一直在DA50-200 WR和DAL55-300之间纠结：DAL55-300性价比高，看别人也出了不少好片，但是DA50-200WR的防水还是很适合我这种粗枝大叶的人的，呜呜呜——————肿么办？,1
5050,向新入k-x的xd推荐一个数码摄影教程网站http://www.dcuser.cn/article/ 还是挺不错的。 学而不拍则罔，拍而不学则殆。,1
5051,决定五一前网购Kx，请大家推荐好店请广告者绕行， 麻烦大家推荐自己常去的网店或是比较有信誉的，这是本人第一次网购相机，心里难免紧张。浪费了大家时间请见谅！谢谢！！,1
5052,请推荐用于宾得Kx的18-200(或135、250、270)旅游头我打算先买Kx机身和一只旅游头 品牌？画质？参考价格？,1
5053,由于拍摄需要请大伙推荐一枚性价比高的微距头！同题!拍摄家里鱼缸里的小鱼，想进个性价比给力的微距头！希望大家给个意见！原长不原长的无所谓！,1
5054,M420买不到了，大家帮我推荐个别的吧！因为工作需要 明天就要买一个了 挺想买420 但都没有货 放弃购买了我在沈阳 麻烦大家帮我推荐个别的吧 同等性价比差不多的 谢谢,1
5055,想买台相机，希望大家可以推荐下，谢谢啦~~最近开始渐渐喜欢摄影，看到论坛上大家发的照片都很漂亮，自己也有些心动~~ 想买台小DC，记录下生活点滴，身边的人，去过的地方，看过的风景，同时提升自己的拍摄技巧。 由于刚工作不久，资金有限，现在的预算是2500,1
5056,【求助】帮忙推荐一款，带光学防抖+广角+锂电，价位1000元以下【求助】帮忙推荐一款，带光学防抖+广角+锂电，价位1000元以下 用途： 1。外出游玩，傻瓜级的合影留念。 2。在室内拍摄一些小物品，登到淘宝上面出售。 要求： 1。带光学防抖，研究来研究去，我最喜欢的这个功能,1
5057,"想入手款消费dc求推荐.老婆单位的闲睱时间多些,她想买款便携的相机作为家用.主要作用是旅游拍摄加人像.初步预算是200-3500元,想要个稍好点的.现在纠结的是要搞个长焦的还是普通3.5位左右的好?长焦的成像应该差点,但可玩度要高些. 谢指教",1
5058,求推荐1台数码相机，主要拍人像求推荐一台数码相机 要求 预算在4000以内 主要拍人像 便携 色彩还原真实，过渡自然 画质好 ，ZS系列的拍人像不能令人满意， 谢谢！,1
5059,给大家推荐几款 小3的绝配包包 希望大家喜欢给大家推荐几款 小3的绝配包包 希望大家喜欢（图片来源于互联网） 1）国家地理杂志NG1151 小型摄像包 市场参考价｛RMB 160｝ 2）KATA DP-415 市场参考价｛RMB 115｝3）漂流木 7613 市场参考价 ｛RMB 60｝ 4)Lowepro,1
5060,新入G3单机 求版主和各位高手推荐镜头听说松下套头很狗 就没入套机 奥巴14 42二代评价很好 想请问比松下的套头好多少还想入一个便宜定焦 松下14 2.5 奥林巴斯17 2.8 不知道哪个好？或者有其它物美价廉的镜头也希望大家推荐并说说使用感受,1
5061,大家买NEX5时，配的存储卡是多大的？ 推荐几个，照相录像兼顾！现在有考虑SDHC卡，宇瞻Class10的 或者 威刚Class10的，请问哪个更好一些？ 还有金士顿等，牌子太多，无从下手～ 记忆棒价格又太高～ 拍照、连拍、兼顾1080i录像，目前考虑入手16G的，是不是太大没必要啊！ 请大家,1
5062,NEX5通过转接环想配个长焦的镜头，谁能给推荐下小弟刚入手了一台NEX5C，但我直接要的饼干头，想配个转接环+老长焦头玩玩，希望各位老师给推荐下，费用在2000以内吧，谢谢了！,1
5063,国家地理杂志推荐的旅行摄影技巧我们去的每一个地方都有她自己独特的景色、个性以及周围环境。如果我们希望旅行中拍摄的照片又好又耐看，那么他们必须具备所有这些素质，并且能够尽可能如实地展现出旅行地的风景。 我们不会长时间地记得：春季花,1
5064,摄友们，我是不在论坛上回答任何器材的推荐问题，你莫着急，会有人帮助回答的。论坛上大家都知道我不推荐任何器材，只是谈自己对一部分比较熟悉的器材使用体会，就是这样在我写的一些个体会中也有人对文章的意思断章取义的点评，例如我说的8只砸锅卖铁也要上的镜头和八只不用砸锅卖铁的镜头就有,1
5065,适马24-70 F2.8、适马17-70 3.5-4、16-105哪个更适合挂机用，很纠结，或推荐其它镜头一直想换掉原配的18-55套头，也不是觉得啥锐度色彩啥的不好（我也不懂），只是觉得焦段有点短了。拍东西有点力不从心，纠结了很多头，身边有朋友在用16-80的蔡头，也有朋友在用腾龙的A16，16－80我是买不起了，A16感,1
5066,K-X淘宝购机网店推荐最近一直关注单反相机，准备入门了，从500D到D5000，最后到K-X。最后选定了宾得K-X。 请问谁在淘宝上买过这款机子，推荐一个放心又便宜的网店，谢谢！ 顺便问问这款机子还有没有降价空间。,1
5067,想进个风景、人像头，大家推荐下，谢谢！目前有18-55、55-300，还有个凤凰50/1.7，再进个头拍风景+人像，请推荐个吧。看好东蔡135/3.5，但不知道支持AV模式不？,1
5068,"无摄影基础小白，准备入单反，迷上K5了，大虾们推荐下TB店家呗！看了好久的论坛，但还是感觉是个小菜鸟。没买过DC，想直接上单反了。看来看去，还是迷上了宾家的颜色和做工，还有那饼干头…… 转来转去，在KR,K5，二手K7之间纠结， 听从坛子里的说法，买新不买旧，暂定了K5， 不过",1
5069,"想买个手动便宜多学习一下,大家有什么好的推荐吗狗头太差,大套太重,看着小白天天趴在桌子上吃灰,心里实在过意不去.大家帮介绍一个便宜一点的手动头啊,要求必须是宾得卡口的,我是MM,不会折腾.也弄不懂M A FA DA是啥意思,看了置顶贴里有说M50 1.7的,这头不知道贵不贵",1
5070,请推荐个标头50mm的标头放到kx上就相当于35mm的一个中焦的了 有没有30mm左右的 可以变成50mm左右的标头 推荐一个 低高档的都行的谢谢~,1
5071,"推荐 “是秋风”摄友为论坛版主入手裤衩一个月了，从坛子里学到了很多东西。看到有人推荐版主，我认为版主应该由热情服务大家的人来承担。酒版和墨版都很敬业，但新人确实需要更多的鼓励，我感觉“是秋风""摄友是个非常热心的伙计，付出那么多精力",1
5072,想买只千元以内的人像头，手动的。请推荐一下。想买只千元以内的人像头，手动的。请推荐一下。,1
5073,推荐一款伟峰三脚架FT-6036662A的脚架，552的三维云台，很好用，阻尼很好，稳当。我觉得很不错，特此推荐，算是心得，也算是小广告吧（我不是卖家，是买家）,1
5074,各位高手给推荐个千元左右的相机各位高手给推荐个千元左右的相机，要锂电的 谢谢,1
5075,麻烦各位好友推荐一下。麻烦各位好友推荐一下哪一款超广镜头适合用于佳能全画幅机拍风景？我只知道佳能 EF 17-40MM USM 很好。谢谢,1
5076,朋友们，帮我推荐一下那个数码相机价钱实惠又像素好啊，谢谢了！有过的推荐一下啊，额对这个还是小白！再次感谢了,1
5077,"求相机推荐，2000左右，家用,品牌优先佳能 或索尼 谢谢大家了2000块上下的吧 最高不要超过2500 家用 性能优先的基础上考虑下价格 品牌最好是佳能 其次考虑索尼。 希望推荐的朋友说下 型号 大致价格 和这款相机的优势特点以及不足（简单说下就行）谢谢大家了",1
5078,金秋蟹儿肥 北京自驾红海滩尝蟹赏景攻略【转帖 推荐】难熬的夏天渐渐地远去了。中秋、国庆双节就要到了。那么多的假期该去哪里消遣那？,1
5079,本人菜鸟想入门单反，麻烦各位推荐本人标准菜鸟一个，现在想入门单反， 麻烦各位给推荐几款性价比好点的，本人偏向与佳能，还有就是，我是买入门级还是还是中级？（高档的买不起） 本人主要是在游玩时拍一些风景,1
5080,索尼NEX5镜头转接环已经登场，那位老大推荐几款款镜头索尼NEX5镜头转接环已经登场，那位老大推荐一下几种种镜头的搭配。至少配一款长焦镜头，还有就是性价比要高，谢谢了！！,1
5081,———————ZOL发布了各种勋章，大家现在来推荐吧—————————板内组织活动地址： http://dcbbs.zol.com.cn/1/1_1434.html 前言/浅风，勋章文/转自以上原帖网址。 现在KX是一个比较融洽的整体了，在这个整体里边，有很多优秀的朋友，但有不知如何奖励他们，加分看起来也没什么用处，哈哈。,1
5082,推荐大家一个对比测评的网站俗话说得好，无图无真相。 想要直观对比各款机型的图片质量，推荐： http://www.imaging-resource.com/IMCOMP/COMPS01.HTM 左边选个型号，右边选个型号，各种环境各档iso都有。慢慢比哈。。。,1
5083,想找个淘宝上信用好点的店买个KX，谁有好的店帮我推荐一下如题，JS，最好离我远点，这里有买过的吧，找个信用好的，可以给我介绍一下，最好，自己在那里买过的，可以给我发信息，先谢谢了。,1
5084,请推荐一款国产定焦头请推荐一款国产定焦头，谢谢,1
5085,憋不住啦，谁推荐个卖家RT ，想入手KX黑色一部。 有没有砖家推荐个卖家，最好能把配置也告诉我。申明本人新手一直玩傻瓜相机，打算新进部单反预算5000以内。,1
5086,上课啦：推荐《我用小五之心得：我是这样拍红色和白色花朵的》我用小五之心得:（3)我是这样拍红色和白色花朵的 好多用小五的朋友都有这样的感觉，看到红色而娇艳欲滴的红花，赶紧取出小五，构图取景，按动快门，拍了一片又一片然而回到家里把小五拍到的片子放到电脑一看差点,1
5087,Auto China 2010 香车美女 第三季 大众的气质车模专辑 本人强烈推荐（标题够长！）香车美女第三季为大众车模专贴，大众的车模实在是太漂亮了，要气质有气质，要身材又身材，要什么有什么，我都无语了 废话少说，上片大家赶紧欣赏，申请加精~！ 1P:此时我刚刚挤到大众展台前面，刚刚站定便看到这个一,1
5088,求GF1三脚架推荐，要轻便，小巧三折式的应该比较好，我之前看过一个牌子的，但是忘了。。。,1
5089,强烈推荐[快乐松松]做“松下ZS3的版主”强烈推荐[快乐松松]做“松下ZS3的版主” 推荐理由： 1、摄影技术没的说，看看松松发的照片就知道了； 2、为人热心，对机友所提问题有问必答，及时对机友的作品给与中肯点评； 3、曾长期使用松下TZ1GK拍摄许多作品，,1
5090,大伙推荐一个装FZ40FK的相机包100元以下的看重吉多喜DL-2 不知道这个大小合适不合适？,1
5091,机友们帮忙给20推荐几个滤镜刚刚入手hs20 平时又要上课玩机的时间少 对这些还不了解 大哥大姐们 帮忙推荐几种滤镜 要便宜些的 读书啊 没钱买贵的.... 谢谢,1
5092,最近打算买机器了 uv镜和遮光罩是必须的么 麻烦给推荐个性价比不错的吧rt3q了新手窥视有一段时间了望多多指教,1
5093,想给s205配个外接闪光灯。。推荐个初级的吧？？要配个低压的，说高压的闪光灯对相机不好，，，最近看了几款， 银燕的cy20是最初级的， CY-20YS 是专业引闪灯，是红外光线的，红外的和一般的外接闪光灯拍出来有什么区别吗？？ 一款是银燕 By-24ZP ， 银燕 CY-26ZL,1
5094,各位高手推荐个长焦的带高清视频的吧价格3000以下 很纠结啊转了好久论坛 拿不定啊,1
5095,新手新入相机，求推荐骑车，打球，运动时拍摄，也会用于日常拍拍风景什么的。逆光拍摄时候多，所以想要一款拍摄快捷，设置简单的数码相机 相机不要太小的，太小的拿不住，运动时不方便拍摄，机身有质感，够厚重 预算是1300以内，新的，二,1
5096,哪位大侠给推荐个入门单反，不胜感激想入个入门单反，纠结中。在论坛中看了不少，D3000，A230，A330等。 但是感觉如果看原片的话绝大多数的都跟卡片差不多，也就背景虚化上好点， 画质上真不敢恭维。 哎，之前用过两年全手动的长焦机，后来换了个佳能的,1
5097,想买款能拍动植物的卡片机，有什么推荐的牌子吗？价格1500-2000！俺是个穷人家的孩子，从小热爱大自然的我，现在置身于动植物学研究与繁殖方面，想买部便宜点的相机来记录这些奇妙的生灵门，我的要求不高，只希望微距好些就行了，因为我拍昆虫的时候很需要！！！俺是个新手，对这些,1
5098,帮忙推荐一款相机~谢谢最近想买个相机 ，1000到1500之间的～～～ 帮忙推荐一款性价比比较好的吧，谢谢 自己用，要求不是太高， 还有就是想问一下除了　佳能　尼康　索尼　之外　哪个牌子的还好点？或者是哪个型号的 谢谢各位～～,1
5099,求各位资深摄影大士推荐一款入门单反，因囊中羞涩重点性价比。本人菜鸟，但对摄影兴趣浓烈，现用索尼长焦HX1。想晋级，因本人技术有限，加上多方原因，，重点考虑性价比，求各位资深摄影大士推荐一款入门单反。,1
5100,请各位大虾推荐一款相机想买一款相机自用，2000左右，最好外形靓丽，性价比高 推荐一下谢谢~,1
5101,请推荐一款适合菜鸟学习摄影的DC~~菜鸟级别，不用单反这么高级，2500内价格的适合学习摄影的数码相机,1
5102,元旦想入手相机一台，各位推荐一个吧~~~元旦想入手相机一台，普通就行，单反的暂不考虑，因为不会用啊！~麻烦大家给点意见吧！~,1
5103,各位好友，抓紧时间去给冷月版主投票啊！ZOL数码摄影论坛优秀版主推荐开始了。各位好友，2010年度ZOL数码摄影论坛优秀版主评选开始了，现在进行的是网友推荐阶段。我已经回帖推荐了冷月版主，不过我一个人太力单势薄了，我们小七论坛人气这么高涨，众好友齐心协力，抓紧去回帖推荐我们年轻热心,1
5104,可以帮我推荐一个5N好用的人像头吗？？1sony 官方出的E50 1.8 2500的那个值得购买吗??成像如何?? 2.想买转接人像头但是 貌似转接以后要全手动了 而且不防抖了 这样的话适合新手用吗？？ 买过5N以后就穷死了 请推荐一个便宜点性价比高的人像头 Pentax/Cosm,1
5105,请大家推荐一款入门的适合NEX的长焦转接镜头在淘宝上看了不少时间。几种方案： 1. 通过Nikon G-NEX转接环+尼康（Nikon） AF 70-300mm f/4-5.6G ，这样转接环还可以配Nikon的定焦镜头； 2. 通过Nikon G-NEX转接环+腾龙（Tamron）AF70-300mm F/4-5.6 Di远摄变焦,1
5106,想为A350配个镜头 请问各位大大有什么好推荐的吗如题 请各位帮帮忙 说几个型号 价格合适就准备出手了,1
5107,2000元左右数码相机推荐1、2000元左右 2、主要用于旅游人物拍照，及支持全高清视频；辅助拍一些自然风景和夜景 3、要求画质要好，因为我的家人好洗出照片看 4、电池不要太差 5、最好是触摸屏 6、质量过硬,1
5108,大虾推荐一款三角架配kx 大虾们推荐一款三角架，出游带比较方便的，又不会显得太单薄的~~淘宝上有什么好推荐的哇~~~~~,1
5109,想入个三洋M57s充电器，看到有人推荐国产慧眼的（价格差不多），知道的给个意见，谢谢想入个三洋M57s充电器，看到有人推荐国产慧眼的（价格差不多），知道的给个意见，谢谢！,1
5110,宾得怎么就没啥适合穷人用的镜头啊？套头太不给力了啊，大侠推荐点能用的老头吧？入了宾门就没爽过，三个月了不知道啥是可以称的上是作品的片子，本人购机的主要目的是拍淘宝店的室内服装照，现在看来失望大过期望，套头配合三盏150W的闪光灯拍的室内照真的不给力，连说勉强凑合都谈不上。没上单反,1
5111,小弟今年4月之前想入手一款相机 要广角 价位大概1000左右 性价比高 求推荐小弟今年4月之前想入手一款相机 要广角 价位大概1000左右 性价比高 求推荐 你好 我想问问 富士S4000卖到多少钱了 水货比行货便宜多少？ 还有 它跟佳能IXUS220比 哪个好,1
5112,大家都用什么相机包？有什么好推荐的？我想弄个小点的，因为没有转接筒什么的，只需要放进单机就行了，大家有什么推荐的？,1
5113,"李老师：D7000,想进一个拍微距和人像的头，请给我推荐一款。D7000,想进一个拍微距和人像的头，请给我推荐一款。",1
5114,求助：推荐一款尺寸合适的内胆包.兔兔和那个单反的尺寸比较类似啊？ 我觉着用个内胆包比包要方便的多。求助一下。有用的朋友吗？推荐一款。,1
5115,高手们推荐几款适合小七的三角架高手们推荐几款适合小七的三角架，上网看看伟峰的卖的比较多，3110A这款，估计比较小。有没有其他更合适的？,1
5116,求推荐个肯高PRO1DUV的淘宝地址。非广告帖，请版主留手，本地买不到，所以打算本地买机网络购UV，不要那种仅仅是护镜，我要的是UV，肯高薄的。如果有兄弟知道哈尔滨哪个公司有卖，回复公司名也OK，谢谢。,1
5117,"求大家推荐个便宜的长焦包,给型号或者给淘宝地址,谢谢看不惯送的长焦包,没要,电脑城转了一圈没找到喜欢的, 求大家指点,谢谢",1
5118,想在淘宝上入手富士HS10， 买过的推荐下哪家好啊在淘宝上想购买富士HS10，但不知哪家好，看到最低价格的有2270的，这个能买吗，另外买回来后要做什么时候样的检查啊，希望能在这里得到帮助，最好是在网上买过的人，谢谢！,1
5119,小2能用的三脚架哪个比较好，推荐一下小2能用的三脚架哪个比较好，推荐一下,1
5120,不要评论，只要推荐，谢谢了！最近想买个长焦机，出片质量要好（原片），价格3000元左右（最好不要超过），摄像功能要有，但不重要（就像手机照相功能一样，应急用，实际上手机照相一年也没用上5次；上一款照相机摄像功能就从来没用过，汗！），,1
5121,敬请大家推荐一款女友用的卡片机请大家帮忙推荐一款卡片机，女友用，价格2000元左右，外观适合女生，画质不错就行，个人比较喜欢松下LX5GK，但感觉对女友来说没多大用处，而且价格也相对较高，请大家给些意见，小弟在此谢过各位了,1
5122,麻烦推荐一部性价比高一点的长焦相机便不便携无所谓，最好是不便携的。希望能小巧一点，因为是女生用的，麻烦推荐一部性价比高一点的，谢谢,1
5123,请教大家7D想配个长焦镜头~大家有什么推荐吗？（副军舰岛照片一张）请教大家7D想配个长焦镜头~大家有什么推荐吗？现在是17~40当挂机头~~请大家多指教预算最好在6000以下~~~副军舰岛照片一张，欢迎拍砖~~器材:佳能 7D[佳能数码相机]镜头:佳能 EF 17-40mm f/4L USM[佳能镜头]时间:2011-,1
5124,南国雪景——冬日里的仙女山（强烈推荐）纯新手，而且还是卡片照的，基本都是原片，几张有裁剪，望各位高手多多提出宝贵意见，不胜感激！ 1、 器材:佳能 IXUS220 HS[佳能数码相机]镜头:时间:2012-02-19快门:1/200光圈:F/8.0焦距:4毫米感光度:100 2、 器材:,1
5125,"求助,主要用于室内拍摄服装,推荐一款单反,品牌不限,价位1w以下!主要拍摄室内服装 要求够锐清晰 品牌不限 价格含镜头1w以下 暂时看中60D 有无更好推荐,谢谢大家",1
5126,清问各位都用什么三脚架，能不能推荐款，100以内的刚买的相机，需要一个三脚架，无奈没什么资金，所以希望控制在100以内的，知道的帮忙说下,1
5127,诚请推荐相机包妖妖原装的相机包感觉用起来不太好。诚请各位高手帮我推荐一款相机包，200-300元的就可以，多谢！,1
5128,想买在淘宝上面买hs20.。兔友们在上面买过的，，给推荐俩店哈RT 想在taobao买个水货版的兔子，不晓得哪家好点，害怕翻新机 在上面买过的，觉得还可以的，，麻烦推荐一下嘛，恳请回俩店址 小弟想早点加入兔儿的大家庭哈，，，谢啦,1
5129,各位大虾帮小弟一把推荐一家信誉质量价格比较的S1500网上的卖家吧！各位大虾帮小弟一把推荐一家 信誉 质量 价格 比较合适的S1500网上的卖家吧！我关注了好长时间 单机 淘宝好多卖家都不愿出单机 配的那些SD卡 电池价格 质量在我们本地都高好多！请问各位大虾有在网上买过的吗 哪家的,1
5130,想买S4050，求推荐想买S4050，请大家推荐网站或者实体店。。我现在人在佛山,1
5131,想让别人在日本带一个DV回来，有什么型号好推荐的？想让别人在日本带一个DV回来，有什么型号好推荐的？价格在2500-4000人民币之间,1
5132,给大家拜年了 我想买哥闪光灯 大家推荐下吧新年祝大家心想事成 发大财。。。《此处省略1万字》 大家给推荐下便宜点的闪光灯吧 我是song a290相机 有用过的朋友给点意见吧 3Q',1
5133,大大们可以推荐一款索尼A300能用的闪光灯吗想买个外置闪光灯但原厂的价格太贵了买不起呀！！！想买一个300至400左右的外置闪光灯大大们麻烦推荐一下十分感谢,1
5134,入A550一周年了，请达人们推荐支品质过得去又廉价的旅游头去年的今天入手的A550，一直都是用标配带的1855头，因为我也主要是用于旅游拍摄，当然也会偶尔到街上瞎拍一通， 一年使用下来，快门刚好用了10K。 现在觉得最大的问题就是焦段不够用啊，想直接加个原厂55-200，又觉,1
5135,新手想买新机~望各位大侠推荐本人还是学生，还没接触过数码相机，看了很多牌子，觉得索尼的样式和做工还是最好的。 特地来这个论坛请教各位大侠给我做一个选择 价位要在1500---2000之间的，不要T系列潜望式的，想要个伸缩镜头的。 望各位大侠,1
5136,请大家推荐一个拍人像的闪光灯吧，要实惠一些的呀拍车模的时候，由于光源在模特头顶，脸上总是有阴影，所以想买一个闪光灯。 感觉相机上的闪光灯不是很好，因为只是想消除脸部阴影，而不是因为环境光线差。所以希望买个人像闪光灯，听说人像的非常贵，希望大家推荐,1
5137,D90已经有18-105、35f1.8， 想再买个镜头，请大家推荐一下！能兼顾为了升级到全画幅D700的镜头，请大家畅所欲言，谢谢！,1
5138,"刚入手P300,推荐购买刚入手P300,包票2380，试玩了一下，感觉不错，推荐购买器材:尼康 P300[尼康数码相机]时间:2011-05-24 15:50:26快门:1/1600光圈:F/4.0焦距:4毫米感光度:160器材:尼康 P300[尼康数码相机]时间:2011-05-24 15:51:31快门",1
5139,"想入手D7000，预算20000，请高手推荐想入手D7000，初步考虑nikon 80--200,和腾龙17--50，总预算20000，请高手推荐，越详细越好，谢谢",1
5140,大家推荐款双肩背的单反包！谢谢！希望大家推荐款双肩背的单反包，需要能装下笔记本的！我的本子是15寸的macbook－pro 有一点点大。谢了！,1
5141,有多少朋友在淘宝上要过水机的？~~~推荐一下如题~~考虑在淘宝杀个水机,1
5142,本巳决定买60d又有朋友推荐买7D，想一次基本到位，请各位老师帮助决定。本巳决定买60D又有朋友推荐买7D，想一次基本到位，短期内不后悔，请各位老师帮助决定买那款好些。,1
5143,请推荐一个头呀主要拍室外人像，全身的居多，（当然有好多风景也不会错过），背景要虚化自然，请问用神马头呀，当然银子也不多哦 最好是中焦,1
5144,我想买能装下H50机身的便携相机包，有没有推荐的？有时候和家人出去，不会把遮光罩都带上，背大包就很麻烦，想要个小包只装机身，方便出门，大家有没有买呢？,1
5145,刚订了一台hs11，请推荐一下该用什么样的SD卡？刚订了一台hs11，请推荐一下该用什么样的SD卡？,1
5146,"那个提示AF!是什么意思啊？另外大家推荐个高质量的PS下载地址啊,谢谢！！！谢谢！！！！！！！！",1
5147,学习光圈、iso、曝光时间的flash模拟相机！强烈推荐！该网站用flash制作的模拟相机。讲解了光圈、iso、曝光时间、曝光补偿的知识。最重要的是：大家可以自己调节各种参数，看出不同的效果。非常形象！强烈推荐！缺点是英文的，大家翻翻字典看吧。,1
5148,刚入手了205，请各位摄友推荐适合小五用的三脚架和相机包元旦刚入手了205，当时没有在店里买三脚架，感觉那里的架子有点贵，要么就是不够稳，请各位推荐一下适合小五用的三脚架，价格在100左右，能有便宜又稳的架子更好；还有就是感觉原厂的相机包有点小，不方便取相机，想,1
5149,想入手20，求推荐店铺，求注意事项。。欢迎老鸟喷新人 ~~标题要长~~~~本人近期想入手hs20一台。。希望各位老鸟给点建议，推荐个淘宝店铺，好让小弟安稳步入兔兔行列这两天论坛突然多了很多20的图片，让我对20多了不少信心。但看见20的图片普遍比22的图片偏白，而且有少许模糊。。这是什,1
5150,大家推荐一下105电池用什么充电器啊？大家推荐一下105电池用什么充电器啊？,1
5151,推荐一下啊，小7配哪种电池最好列位美女帅哥，我的小7下周到手，现在天天逛坛子 大家对电池说得很少，所以我了解的也很少 希望高手们指点一下小7配哪种电池好啊 希望注明品牌名称、规格、和市场价 谢谢啊！,1
5152,请老师推荐几款相机请老师推荐几款在录像变焦时可以对焦的相机(要求是在光学变焦时)，看的富士的S2900HD的视频，感觉它变焦时很模糊，只有在相机停止变焦时，图片才变的清楚，这是因为照机没有对焦功能的原因吗？ 还想问一下，是不是像,1
5153,推荐一个稀罕物供色友们看看，没见过的长长见识。昨天到“中国--固镇第二届梨花节”采风，在会场上看到的，只有展示没看到起飞，甚是遗憾！(出于好奇，我可不是做广告啊） [器材] 尼康数码相机【尼康 D90】 尼康镜头【尼康 16-85mm f/3.5-5.6G ED VR】[参数] 光圈:,1
5154,小弟想入手一台单反，中端机，大家帮忙推荐，跪谢大家好，小弟想买个相机D90，60D，50D，600D这几个中间选大家有推荐吗 或者是8000左右的，带个头,1
5155,新人新入550D小套+50F1.8+卡塔441+东光保护镜，请推荐备电及麦克风，谢谢新人报到，没用过单反，前来学习，请多关照！本想在电脑城买，550D小套要5700但不开全国联保发票，只有店保，问过几家皆如此。思来想去，听说佳能低端产品质量不算好，易坏，加上本人也穷，挣钱不易，万一用一段时间,1
5156,"家里添丁,喜买相机,求推荐一款1500以下性价比高的相机,谢谢家里喜添一儿，活泼可爱，可惜目前家中只能用手机拍照，而手机的相片质量实在让人忍无可忍；现想买一部家用、简单易用的、价位在1500以下的、性价比高的数码相机，来记录儿子成长的点点滴滴。求大大推荐一款谢谢特别",1
5157,本人新手，大家推荐下相机，看上索尼wx7，卡西欧zr100准备淘宝入手一台相机，1500-2000左右，功能就是希望有全景扫描，夜景拍摄可以给力一些，看上了索尼wx7，卡西欧zr100这两款，希望大家可以给点意见，还有就是可以给我再推荐一下别的机子，谢谢了,1
5158,请高手帮忙推荐个2000以下的数码相机对相机知识不懂 不知道选够哪个牌子 哪个型号 请大家帮帮忙谢谢 不要那大型机器,1
5159,请各位挑选推荐几张照片，参加单位摄影作品展览，算是完成任务吧。单位组织摄影作品展览，请各位帮助挑选推荐几张上交，算是完成任务吧！ 1、春桃 器材:索尼 a350[索尼数码相机]镜头:Minolta/Sony AF DT 18-70mm F3.5-5.6 (D)时间:2010-05-07 16:13:38快门:1/125光圈:F/7.1焦距:70毫,1
5160,D90套机上长焦，请各位帮忙推荐！D90套机，镜头18-105，外加50 1.8D。想入手个长焦镜头。1、出18-105，入手18-200VRII；2、入手70-300VR。那个方案更好一点，谢谢！,1
5161,"想买点实用好玩又不贵的镜片玩玩,麻烦大家帮我推荐一下吧~谢谢小3入手就给3镜头配了3个UV镜片. 想问问看大家,平时拍人物阿/风景/微距比较用的到,用的多的镜片有哪些呢?麻烦大家给我推荐下,最好把牌子也告诉我下~~嘿嘿 另外,52mm的镜片买来如果要装到相机上,UV镜片还要拆下来么?",1
5162,《数码摄影实拍技法宝典》试看版下载......【共和国卫士】极力推荐！这是一个下载的链接 原作者是叫【共和国卫士】的坛友，我有看过些，感觉还不错，他因为经验不够，让我带传，希望大家踊跃下载观看。原帖地址为： http://dcbbs.zol.com.cn/100/232_997838.html里面有本书的介绍和截,1
5163,【推荐】给大家推荐一个汉化较完美的CHDK版本参照网址： http://forum.xitek.com/sorthread.php?threadid=621486 最近淘了个二手的A650 IS，终于步入“色友”的行列了，为了提高相机的性能，我决定升级CHDK“外挂”。。 于是去网上找升级文件和教程，结果好多都,1
5164,"想买的长焦镜头,推荐一下大家给推荐个长焦镜头.低价位的.嘿嘿 我相中腾龙的70-300了 或是sony的75-300你们说那个好点呢>'",1
